Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall
69142.0,0,1,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,3,11,0,68,2159,1,0,0,0,0,0,0,1,0,0,496,457,1
63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,3,11,0,42,2417,1,0,0,0,0,0,0,1,0,0,1096,1042,0
102160.0,0,0,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,3,11,1,43,2763,0,0,0,1,0,0,0,0,0,1,1182,1124,3
18890.0,0,0,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,3,11,1,36,2755,0,0,1,0,0,0,0,0,1,0,20,5,1
46097.0,0,1,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,3,11,0,64,2614,0,0,0,1,0,0,0,1,0,0,233,225,0
44377.0,1,1,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,3,11,0,52,2791,0,1,0,0,0,0,0,0,0,1,254,244,0
46014.0,1,1,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,3,11,0,46,2683,0,0,0,1,0,0,0,0,1,0,497,453,0
70951.0,0,0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,35,2580,0,1,0,0,0,0,0,1,0,0,1144,1090,0
45204.0,1,0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,3,11,0,32,2238,0,0,0,1,0,1,0,0,0,0,96,78,0
72460.0,0,0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,3,11,0,51,2386,0,1,0,0,0,0,0,1,0,0,1037,1027,0
77622.0,0,2,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,3,11,0,50,2235,0,0,0,1,0,0,0,0,0,1,700,686,0
30732.0,1,0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,3,11,0,40,2699,0,1,0,0,0,0,0,0,0,1,182,179,0
63887.0,0,1,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,3,11,0,58,2818,1,0,0,0,0,0,0,1,0,0,1153,1061,0
51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,0,44,2771,0,0,0,1,0,0,0,1,0,0,394,212,0
79930.0,0,0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,3,11,0,48,2849,0,1,0,0,0,0,0,0,0,1,1736,1719,0
81975.0,0,1,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,3,11,0,58,2699,1,0,0,0,0,1,0,0,0,0,1561,1534,1
23661.0,1,0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,38,2366,0,0,0,1,0,0,0,0,1,0,22,21,0
73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,3,11,1,30,2372,0,1,0,0,0,0,0,1,0,0,1446,1265,1
80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,3,11,1,48,2564,0,1,0,0,0,0,0,1,0,0,1610,1530,3
31160.0,1,0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,3,11,0,45,2445,0,0,1,0,0,0,0,0,1,0,51,38,0
26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,62,2804,0,0,0,1,0,1,0,0,0,0,185,160,0
75702.0,1,1,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,3,11,0,53,2828,0,0,0,1,0,0,0,1,0,0,1118,1088,0
30899.0,1,0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,46,2783,0,0,1,0,0,0,0,0,0,1,32,31,0
40737.0,2,1,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,63,2362,0,0,1,0,0,0,0,0,0,1,15,13,0
15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,41,2786,1,0,0,0,0,0,0,1,0,0,18,5,1
37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,42,2742,0,1,0,0,0,0,0,0,0,1,20,15,0
43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,3,11,1,68,2670,0,0,0,1,0,0,0,0,1,0,255,235,0
38179.0,1,1,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,3,11,0,54,2631,0,1,0,0,0,0,0,0,1,0,70,50,0
72940.0,0,0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,3,11,0,50,2534,0,1,0,0,0,0,0,1,0,0,865,749,0
22070.0,1,0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,3,11,0,50,2427,0,0,0,1,0,0,0,1,0,0,46,25,0
69267.0,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,3,11,1,67,2804,0,0,1,0,0,0,0,1,0,0,1489,1343,0
31788.0,1,0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,3,11,0,37,2260,0,0,1,0,0,0,0,0,1,0,54,48,0
29315.0,1,1,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,3,11,0,60,2243,0,1,0,0,0,0,0,1,0,0,44,40,0
66313.0,0,1,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,3,11,0,57,2445,0,0,0,1,0,0,0,0,0,1,763,756,0
77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,3,11,0,39,2219,0,0,0,1,0,0,0,0,1,0,803,788,0
69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,3,11,1,34,2612,0,0,1,0,0,0,0,0,0,1,871,817,1
24480.0,1,0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,3,11,0,39,2662,0,1,0,0,0,0,1,0,0,0,85,68,0
51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,0,44,2771,0,0,0,1,0,0,0,1,0,0,394,212,0
37760.0,0,0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,3,11,0,74,2826,0,0,0,1,0,0,0,1,0,0,289,261,0
65640.0,0,1,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,3,11,0,46,2279,0,0,0,1,0,0,0,0,0,1,395,329,0
44319.0,1,1,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,3,11,0,45,2232,0,1,0,0,0,0,0,0,1,0,34,31,0
30631.0,1,0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,3,11,0,46,2511,0,1,0,0,0,0,0,1,0,0,50,30,0
79946.0,0,0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,3,11,0,54,2207,0,0,0,0,1,0,0,1,0,0,1450,1422,0
38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,3,11,0,51,2343,0,0,0,1,0,0,0,1,0,0,123,109,0
29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,3,11,0,55,2633,0,0,0,1,0,0,0,1,0,0,17,9,0
55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,3,11,0,68,2834,0,0,0,1,0,0,0,0,1,0,1334,1294,2
42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,3,11,0,34,2691,0,0,0,1,0,0,0,0,1,0,89,78,0
68627.0,0,0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,3,11,0,38,2692,0,0,1,0,0,0,0,1,0,0,787,749,0
57912.0,0,1,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,3,11,0,55,2263,1,0,0,0,0,0,0,0,0,1,881,846,1
35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,3,11,0,62,2233,1,0,0,0,0,0,0,1,0,0,52,42,0
58821.0,0,1,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,3,11,0,64,2419,0,0,0,1,0,1,0,0,0,0,700,672,0
46377.0,1,0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,3,11,0,42,2279,0,1,0,0,0,0,0,0,0,1,90,90,0
39747.0,1,0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,3,11,0,32,2236,0,0,1,0,0,0,0,1,0,0,221,169,0
23976.0,1,0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,3,11,0,36,2343,0,0,0,1,0,0,0,1,0,0,41,16,0
80950.0,0,0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,3,11,0,59,2617,0,1,0,0,0,0,0,0,1,0,1150,1087,1
27038.0,0,0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,3,11,1,54,2808,0,0,0,0,1,0,0,1,0,0,92,77,0
22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,53,2403,0,1,0,0,0,0,0,1,0,0,35,33,0
70893.0,0,0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,3,11,0,44,2667,0,0,1,0,0,0,0,0,1,0,1494,1480,0
54198.0,1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,3,11,0,54,2353,0,1,0,0,0,0,0,1,0,0,218,201,0
28839.0,1,1,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,3,11,0,64,2269,0,0,0,1,0,0,0,0,1,0,31,30,0
30833.0,1,1,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,3,11,0,69,2507,0,1,0,0,0,0,0,1,0,0,22,16,0
64795.0,0,1,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,3,11,0,49,2687,0,1,0,0,0,0,0,1,0,0,603,526,0
34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,3,11,0,46,2522,0,1,0,0,0,0,0,1,0,0,21,12,0
47025.0,1,1,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,55,2299,1,0,0,0,0,0,0,0,0,1,19,18,0
64325.0,0,1,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,3,11,0,59,2666,1,0,0,0,0,0,0,0,0,1,1234,1161,0
62187.0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,3,11,0,63,2518,0,1,0,0,0,0,0,1,0,0,1157,1031,0
29999.0,1,0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,3,11,0,34,2660,0,0,1,0,0,0,0,0,0,1,149,138,0
24072.0,1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,3,11,0,37,2598,0,0,1,0,0,0,0,1,0,0,19,15,0
